age,age_group,job,salary,marital,education,targeted,default,balance,housing,loan,response,,,Marital,Response rate (%)
37,3,technician,60000,married,secondary,yes,no,703,no,no,0,,,,
31,3,admin.,50000,married,secondary,yes,no,377,no,no,0,,,,
50,5,technician,60000,married,secondary,yes,no,1518,no,yes,0,,,,
36,3,management,100000,married,tertiary,yes,no,-381,yes,no,0,,,,
37,3,technician,60000,married,tertiary,yes,no,7,yes,yes,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,1968,yes,no,0,,,,
42,4,admin.,50000,single,tertiary,no,no,634,no,no,0,,,,
53,5,entrepreneur,120000,married,unknown,no,no,28,no,no,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,870,no,yes,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,750,yes,no,0,,,,
40,4,entrepreneur,120000,divorced,tertiary,no,no,992,yes,no,0,,,,
44,4,technician,60000,divorced,primary,yes,no,538,no,no,0,,,,
37,3,technician,60000,married,secondary,yes,no,1063,yes,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,153,no,yes,0,,,,
39,3,services,70000,married,secondary,yes,no,124,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,799,no,no,0,,,,
42,4,management,100000,married,tertiary,yes,no,4617,yes,no,0,,,,
33,3,self-employed,60000,married,secondary,yes,no,0,yes,no,0,,,,
55,5,housemaid,16000,divorced,unknown,no,no,603,no,no,0,,,,
32,3,entrepreneur,120000,single,primary,yes,no,1770,no,yes,0,,,,
48,4,blue-collar,20000,married,secondary,yes,no,-404,yes,no,0,,,,
35,3,services,70000,married,primary,yes,no,14,no,yes,0,,,,
25,2,blue-collar,20000,married,secondary,yes,no,2307,yes,no,0,,,,
45,4,self-employed,60000,married,secondary,yes,no,830,no,no,0,,,,
51,5,entrepreneur,120000,married,unknown,no,no,3404,no,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,53,no,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,704,yes,no,0,,,,
27,2,technician,60000,single,secondary,yes,no,3267,no,yes,0,,,,
36,3,technician,60000,married,tertiary,yes,no,571,yes,yes,0,,,,
35,3,technician,60000,married,tertiary,yes,no,108,yes,no,0,,,,
52,5,retired,55000,divorced,primary,yes,no,353,no,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,264,yes,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,462,no,no,0,,,,
44,4,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
48,4,self-employed,60000,married,secondary,yes,no,884,yes,no,0,,,,
44,4,management,100000,single,tertiary,no,no,617,no,no,0,,,,
57,5,entrepreneur,120000,married,unknown,no,no,20584,no,no,0,,,,
49,4,unemployed,8000,married,secondary,yes,no,13818,no,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,4358,no,no,0,,,,
42,4,management,100000,divorced,tertiary,no,no,580,yes,no,0,,,,
35,3,housemaid,16000,divorced,secondary,yes,no,39,no,no,0,,,,
27,2,blue-collar,20000,single,secondary,yes,no,677,no,yes,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,723,yes,no,0,,,,
32,3,management,100000,single,tertiary,no,no,29,yes,no,0,,,,
43,4,self-employed,60000,married,secondary,yes,no,5317,no,no,0,,,,
42,4,admin.,50000,divorced,secondary,yes,no,490,no,no,0,,,,
39,3,services,70000,married,secondary,yes,yes,-697,yes,no,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,2924,no,no,0,,,,
41,4,management,100000,married,unknown,no,no,944,no,no,0,,,,
46,4,self-employed,60000,married,secondary,yes,no,390,yes,no,0,,,,
59,5,retired,55000,married,primary,yes,no,3079,no,no,0,,,,
53,5,management,100000,divorced,tertiary,no,no,3158,no,no,0,,,,
48,4,management,100000,married,unknown,no,no,970,no,no,0,,,,
35,3,services,70000,single,secondary,yes,no,1742,yes,no,0,,,,
40,4,blue-collar,20000,single,secondary,yes,no,1953,no,no,0,,,,
38,3,admin.,50000,married,tertiary,yes,no,669,yes,yes,0,,,,
42,4,technician,60000,married,primary,yes,no,275,no,no,0,,,,
42,4,technician,60000,married,tertiary,yes,no,1079,no,no,0,,,,
51,5,unemployed,8000,divorced,tertiary,no,no,0,no,no,1,,,,
56,5,entrepreneur,120000,divorced,tertiary,no,no,3846,no,no,0,,,,
46,4,technician,60000,married,secondary,yes,no,0,yes,no,0,,,,
57,5,admin.,50000,married,secondary,yes,no,340,no,yes,0,,,,
43,4,housemaid,16000,single,primary,yes,no,24,no,no,0,,,,
49,4,services,70000,divorced,unknown,no,no,313,yes,no,0,,,,
37,3,technician,60000,single,secondary,yes,no,884,yes,yes,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,86,no,no,0,,,,
36,3,admin.,50000,married,secondary,yes,no,3308,no,yes,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,4853,no,no,0,,,,
51,5,technician,60000,married,unknown,no,no,-168,no,no,0,,,,
38,3,admin.,50000,married,secondary,yes,no,137,yes,no,0,,,,
31,3,technician,60000,single,secondary,yes,no,0,yes,no,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,-518,yes,no,0,,,,
47,4,admin.,50000,married,secondary,yes,no,3936,yes,no,0,,,,
37,3,blue-collar,20000,married,unknown,no,no,557,no,no,0,,,,
48,4,services,70000,divorced,secondary,yes,no,105,no,no,0,,,,
55,5,blue-collar,20000,married,primary,yes,no,842,no,no,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,260,yes,no,0,,,,
59,5,blue-collar,20000,married,primary,yes,no,595,no,no,0,,,,
39,3,retired,55000,divorced,primary,yes,no,284,no,no,0,,,,
58,5,retired,55000,divorced,primary,yes,no,2538,yes,no,0,,,,
50,5,blue-collar,20000,divorced,primary,yes,no,2554,no,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,4900,yes,no,0,,,,
41,4,unemployed,8000,single,primary,yes,no,2171,no,no,0,,,,
59,5,admin.,50000,married,primary,yes,no,6187,no,no,0,,,,
43,4,services,70000,divorced,secondary,yes,no,0,no,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,4336,yes,no,0,,,,
48,4,entrepreneur,120000,married,tertiary,yes,yes,-392,no,no,1,,,,
32,3,services,70000,married,secondary,yes,no,0,no,no,0,,,,
58,5,blue-collar,20000,divorced,unknown,no,no,55,yes,no,0,,,,
49,4,management,100000,single,primary,yes,no,548,no,no,0,,,,
48,4,management,100000,married,secondary,yes,no,-876,no,yes,0,,,,
45,4,blue-collar,20000,married,secondary,yes,no,1239,no,no,0,,,,
51,5,technician,60000,married,secondary,yes,no,8758,no,no,0,,,,
35,3,admin.,50000,divorced,secondary,yes,no,-218,no,yes,0,,,,
35,3,blue-collar,20000,single,primary,yes,no,-759,yes,no,0,,,,
41,4,blue-collar,20000,married,primary,yes,no,0,no,no,0,,,,
40,4,technician,60000,married,secondary,yes,no,296,no,no,0,,,,
45,4,services,70000,married,secondary,yes,no,27,yes,yes,0,,,,
48,4,housemaid,16000,married,secondary,yes,no,1397,no,no,0,,,,
49,4,admin.,50000,married,secondary,yes,no,1629,no,no,0,,,,
46,4,management,100000,single,secondary,yes,no,1605,no,no,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,846,yes,no,0,,,,
41,4,services,70000,married,secondary,yes,no,428,no,no,0,,,,
40,4,management,100000,married,unknown,no,no,3165,yes,no,0,,,,
49,4,technician,60000,married,secondary,yes,no,3144,no,no,0,,,,
43,4,blue-collar,20000,married,primary,yes,no,2105,yes,no,0,,,,
31,3,services,70000,married,unknown,no,no,-82,yes,no,0,,,,
42,4,services,70000,single,secondary,yes,no,247,yes,no,0,,,,
52,5,technician,60000,married,secondary,yes,no,-1076,yes,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,590,no,no,0,,,,
46,4,services,70000,married,secondary,yes,no,-522,yes,no,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,0,no,yes,0,,,,
54,5,management,100000,married,tertiary,yes,no,12,no,no,0,,,,
55,5,housemaid,16000,divorced,primary,yes,no,77,no,no,1,,,,
41,4,blue-collar,20000,married,primary,yes,no,2053,no,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,2473,yes,yes,0,,,,
58,5,housemaid,16000,married,tertiary,yes,no,2858,no,no,0,,,,
43,4,technician,60000,single,secondary,yes,yes,685,yes,no,0,,,,
46,4,services,70000,married,secondary,yes,no,998,yes,no,0,,,,
51,5,admin.,50000,divorced,secondary,yes,no,3029,yes,yes,0,,,,
46,4,unemployed,8000,married,primary,yes,no,1,yes,no,0,,,,
54,5,self-employed,60000,married,secondary,yes,no,2191,yes,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,3648,no,no,0,,,,
30,3,services,70000,married,secondary,yes,no,48,yes,no,1,,,,
53,5,blue-collar,20000,married,primary,yes,no,252,no,no,1,,,,
53,5,unemployed,8000,married,secondary,yes,no,4487,no,no,0,,,,
59,5,retired,55000,married,primary,yes,no,488,no,no,0,,,,
45,4,management,100000,married,secondary,yes,no,4105,yes,no,0,,,,
41,4,blue-collar,20000,married,primary,yes,no,200,no,yes,0,,,,
42,4,admin.,50000,married,secondary,yes,no,176,no,no,0,,,,
59,5,retired,55000,divorced,secondary,yes,no,2651,no,no,0,,,,
51,5,self-employed,60000,married,primary,yes,no,106,yes,no,0,,,,
44,4,management,100000,married,tertiary,yes,no,4460,no,no,0,,,,
56,5,management,100000,married,secondary,yes,no,1502,no,no,0,,,,
57,5,retired,55000,married,secondary,yes,no,1354,no,no,0,,,,
47,4,housemaid,16000,married,secondary,yes,yes,-1531,yes,no,0,,,,
33,3,admin.,50000,single,secondary,yes,no,2554,yes,no,0,,,,
36,3,technician,60000,divorced,tertiary,no,no,1023,yes,no,0,,,,
43,4,management,100000,married,tertiary,yes,no,0,no,no,0,,,,
35,3,blue-collar,20000,married,unknown,no,no,1662,no,no,0,,,,
54,5,blue-collar,20000,married,primary,yes,no,532,no,no,0,,,,
39,3,management,100000,married,tertiary,yes,no,55,no,no,0,,,,
52,5,technician,60000,married,unknown,no,no,668,yes,no,0,,,,
46,4,blue-collar,20000,divorced,unknown,no,no,2391,yes,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,0,no,yes,0,,,,
46,4,services,70000,single,secondary,yes,no,389,no,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,-455,yes,yes,0,,,,
47,4,management,100000,married,tertiary,yes,no,2597,no,no,0,,,,
42,4,unemployed,8000,single,secondary,yes,no,714,no,no,0,,,,
45,4,management,100000,single,tertiary,no,no,16,no,no,0,,,,
38,3,services,70000,married,secondary,yes,no,4392,no,no,0,,,,
27,2,management,100000,single,tertiary,no,no,385,no,yes,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,14,yes,no,0,,,,
55,5,management,100000,married,tertiary,yes,no,2,no,yes,0,,,,
51,5,technician,60000,married,tertiary,yes,no,5059,yes,no,0,,,,
44,4,blue-collar,20000,married,secondary,yes,no,96,yes,no,0,,,,
38,3,admin.,50000,single,secondary,yes,no,-211,no,yes,0,,,,
42,4,management,100000,married,tertiary,yes,no,2110,no,yes,0,,,,
49,4,management,100000,divorced,secondary,yes,no,4908,no,no,0,,,,
56,5,retired,55000,married,secondary,yes,no,0,no,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,2261,no,no,0,,,,
42,4,services,70000,married,secondary,yes,no,2219,yes,no,0,,,,
50,5,blue-collar,20000,married,secondary,yes,no,1553,yes,no,0,,,,
39,3,self-employed,60000,married,primary,yes,no,2077,yes,no,0,,,,
41,4,services,70000,married,secondary,yes,no,-459,yes,no,0,,,,
50,5,blue-collar,20000,divorced,primary,yes,no,602,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,1954,no,no,1,,,,
55,5,services,70000,married,secondary,yes,no,3546,yes,yes,0,,,,
32,3,blue-collar,20000,single,secondary,yes,no,3036,yes,no,0,,,,
43,4,technician,60000,married,secondary,yes,no,533,yes,no,0,,,,
41,4,management,100000,married,secondary,yes,no,0,no,no,0,,,,
48,4,management,100000,single,tertiary,no,no,648,yes,no,0,,,,
41,4,unemployed,8000,married,secondary,yes,no,0,no,no,0,,,,
33,3,blue-collar,20000,single,secondary,yes,no,5,yes,no,0,,,,
39,3,management,100000,single,primary,yes,no,375,no,no,0,,,,
42,4,technician,60000,divorced,secondary,yes,no,1689,yes,no,0,,,,
39,3,management,100000,single,tertiary,no,no,2258,yes,no,0,,,,
36,3,admin.,50000,married,secondary,yes,no,470,yes,no,0,,,,
42,4,admin.,50000,single,secondary,yes,no,4343,no,no,0,,,,
31,3,management,100000,single,tertiary,no,no,935,no,no,0,,,,
45,4,management,100000,married,primary,yes,no,1533,no,no,0,,,,
28,2,management,100000,married,tertiary,yes,no,22,yes,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,4357,no,no,0,,,,
48,4,management,100000,married,tertiary,yes,yes,0,yes,no,0,,,,
57,5,housemaid,16000,married,secondary,yes,no,271,no,no,0,,,,
54,5,admin.,50000,married,secondary,yes,no,812,yes,yes,0,,,,
50,5,services,70000,married,secondary,yes,yes,0,no,no,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,517,yes,no,0,,,,
35,3,technician,60000,married,secondary,yes,no,-195,no,no,0,,,,
57,5,retired,55000,married,primary,yes,no,3549,no,no,0,,,,
57,5,management,100000,married,primary,yes,no,80,no,yes,0,,,,
35,3,blue-collar,20000,married,primary,yes,no,0,no,no,0,,,,
44,4,technician,60000,married,primary,yes,no,755,no,yes,1,,,,
47,4,management,100000,married,secondary,yes,no,1077,no,no,0,,,,
51,5,self-employed,60000,married,tertiary,yes,no,5350,yes,yes,1,,,,
56,5,unknown,0,married,unknown,no,no,33,no,no,0,,,,
35,3,management,100000,single,secondary,yes,no,3384,yes,no,0,,,,
54,5,management,100000,married,tertiary,yes,no,1623,no,no,0,,,,
35,3,management,100000,married,tertiary,yes,no,2801,yes,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,333,yes,no,0,,,,
37,3,services,70000,married,secondary,yes,no,0,yes,yes,0,,,,
53,5,management,100000,married,tertiary,yes,no,3366,no,no,0,,,,
46,4,entrepreneur,120000,married,unknown,no,no,4,no,yes,0,,,,
33,3,entrepreneur,120000,single,tertiary,no,no,99,no,yes,0,,,,
36,3,management,100000,married,tertiary,yes,no,3770,yes,no,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,7365,yes,no,0,,,,
40,4,management,100000,married,tertiary,yes,no,-1737,yes,yes,0,,,,
58,5,management,100000,married,secondary,yes,no,-382,no,no,1,,,,
38,3,blue-collar,20000,single,secondary,yes,no,1911,yes,no,0,,,,
58,5,technician,60000,married,tertiary,yes,no,4656,no,no,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,704,yes,yes,0,,,,
56,5,technician,60000,divorced,tertiary,no,no,1593,yes,no,0,,,,
36,3,technician,60000,married,secondary,yes,no,7957,no,no,0,,,,
49,4,entrepreneur,120000,divorced,primary,yes,yes,-736,no,no,0,,,,
46,4,management,100000,married,tertiary,yes,no,466,yes,no,0,,,,
44,4,entrepreneur,120000,divorced,secondary,yes,no,1,no,no,0,,,,
40,4,housemaid,16000,single,tertiary,no,no,7441,no,no,1,,,,
32,3,admin.,50000,married,secondary,yes,no,347,yes,no,0,,,,
46,4,services,70000,married,secondary,yes,no,375,no,no,0,,,,
35,3,blue-collar,20000,divorced,primary,yes,no,4401,yes,no,0,,,,
59,5,housemaid,16000,divorced,primary,yes,no,259,no,no,0,,,,
46,4,management,100000,married,tertiary,yes,no,4039,yes,no,0,,,,
42,4,technician,60000,single,secondary,yes,no,0,no,no,0,,,,
59,5,retired,55000,married,primary,yes,no,-266,yes,yes,0,,,,
32,3,services,70000,single,secondary,yes,no,0,yes,no,0,,,,
41,4,blue-collar,20000,divorced,secondary,yes,no,3,yes,no,0,,,,
53,5,blue-collar,20000,married,secondary,yes,no,0,no,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,1030,yes,no,0,,,,
36,3,management,100000,married,tertiary,yes,no,4359,no,no,0,,,,
34,3,services,70000,married,secondary,yes,no,27,yes,yes,0,,,,
40,4,unemployed,8000,married,secondary,yes,no,488,yes,no,0,,,,
41,4,services,70000,married,secondary,yes,no,56,yes,no,0,,,,
35,3,management,100000,married,tertiary,yes,no,1731,no,no,1,,,,
54,5,services,70000,married,secondary,yes,no,-626,yes,yes,0,,,,
40,4,services,70000,married,secondary,yes,no,87,yes,yes,0,,,,
55,5,blue-collar,20000,single,secondary,yes,no,923,no,no,0,,,,
52,5,services,70000,married,primary,yes,no,171,yes,yes,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,532,yes,no,0,,,,
42,4,self-employed,60000,married,secondary,yes,no,3211,no,no,0,,,,
43,4,management,100000,divorced,tertiary,no,no,439,yes,no,0,,,,
51,5,entrepreneur,120000,divorced,secondary,yes,no,1,yes,yes,0,,,,
49,4,services,70000,married,secondary,yes,no,4697,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,1822,no,yes,0,,,,
52,5,blue-collar,20000,married,primary,yes,no,655,yes,yes,0,,,,
58,5,retired,55000,married,secondary,yes,no,1172,no,no,0,,,,
49,4,technician,60000,married,secondary,yes,no,133,no,no,0,,,,
44,4,admin.,50000,married,secondary,yes,no,-137,no,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,29,yes,yes,0,,,,
54,5,unemployed,8000,married,secondary,yes,no,3250,no,no,0,,,,
40,4,technician,60000,married,tertiary,yes,yes,-2827,yes,yes,0,,,,
41,4,management,100000,married,tertiary,yes,yes,-1176,yes,yes,0,,,,
58,5,unemployed,8000,married,secondary,yes,no,18,no,no,0,,,,
36,3,management,100000,single,tertiary,no,no,2706,no,no,0,,,,
36,3,management,100000,married,tertiary,yes,no,2547,no,no,0,,,,
56,5,retired,55000,married,secondary,yes,no,728,no,no,0,,,,
50,5,management,100000,single,tertiary,no,no,6030,yes,no,0,,,,
55,5,services,70000,divorced,secondary,yes,no,-555,yes,no,0,,,,
41,4,services,70000,divorced,primary,yes,no,308,no,no,0,,,,
39,3,blue-collar,20000,married,secondary,yes,no,10005,yes,no,0,,,,
44,4,admin.,50000,single,unknown,no,yes,-612,yes,no,0,,,,
47,4,management,100000,single,tertiary,no,no,1187,no,no,0,,,,
56,5,blue-collar,20000,married,secondary,yes,no,1362,no,no,0,,,,
52,5,technician,60000,married,secondary,yes,no,-1,no,yes,0,,,,
44,4,blue-collar,20000,married,unknown,no,no,879,no,no,0,,,,
39,3,blue-collar,20000,married,secondary,yes,no,98,no,no,0,,,,
44,4,admin.,50000,married,secondary,yes,no,0,no,no,0,,,,
59,5,admin.,50000,married,primary,yes,no,1040,no,no,0,,,,
52,5,housemaid,16000,married,tertiary,yes,no,554,no,no,0,,,,
38,3,technician,60000,married,secondary,yes,no,2398,yes,yes,0,,,,
44,4,unknown,0,married,unknown,no,no,1317,no,no,0,,,,
49,4,management,100000,divorced,tertiary,no,no,2564,yes,no,0,,,,
49,4,management,100000,married,tertiary,yes,no,413,no,yes,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,0,yes,no,0,,,,
55,5,technician,60000,married,tertiary,yes,no,804,no,no,0,,,,
37,3,entrepreneur,120000,single,tertiary,no,no,65,no,no,0,,,,
44,4,technician,60000,married,secondary,yes,yes,-251,no,yes,0,,,,
32,3,management,100000,married,tertiary,yes,no,3,yes,no,0,,,,
31,3,technician,60000,married,tertiary,yes,no,237,yes,no,0,,,,
58,5,management,100000,married,tertiary,yes,no,0,no,no,0,,,,
27,2,admin.,50000,single,secondary,yes,yes,1110,yes,yes,0,,,,
41,4,admin.,50000,divorced,tertiary,no,no,861,yes,no,0,,,,
36,3,blue-collar,20000,divorced,secondary,yes,no,107,yes,no,0,,,,
29,2,technician,60000,married,tertiary,yes,no,-983,yes,yes,0,,,,
43,4,admin.,50000,married,secondary,yes,no,186,no,yes,0,,,,
53,5,management,100000,divorced,secondary,yes,no,2215,yes,yes,0,,,,
57,5,management,100000,married,tertiary,yes,no,4929,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,598,yes,no,0,,,,
37,3,self-employed,60000,single,tertiary,no,no,1286,no,no,0,,,,
25,2,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
38,3,blue-collar,20000,married,primary,yes,no,0,yes,no,0,,,,
44,4,admin.,50000,married,secondary,yes,no,598,no,no,0,,,,
40,4,services,70000,married,unknown,no,no,0,no,no,0,,,,
34,3,management,100000,married,tertiary,yes,no,4,yes,no,0,,,,
45,4,blue-collar,20000,married,unknown,no,no,5640,yes,no,0,,,,
32,3,self-employed,60000,divorced,tertiary,no,no,745,yes,yes,0,,,,
50,5,blue-collar,20000,married,primary,yes,no,235,no,no,0,,,,
39,3,entrepreneur,120000,married,tertiary,yes,no,0,no,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,-57,yes,no,0,,,,
42,4,blue-collar,20000,married,secondary,yes,no,108,yes,no,0,,,,
35,3,technician,60000,divorced,unknown,no,no,-11,yes,yes,0,,,,
47,4,entrepreneur,120000,married,unknown,no,no,1179,yes,yes,0,,,,
49,4,management,100000,divorced,tertiary,no,no,755,no,no,1,,,,
53,5,retired,55000,married,tertiary,yes,no,-22,yes,no,0,,,,
45,4,blue-collar,20000,single,primary,yes,no,847,no,no,0,,,,
34,3,services,70000,married,unknown,no,no,0,yes,no,0,,,,
40,4,management,100000,single,tertiary,no,no,0,no,no,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,139,yes,yes,0,,,,
33,3,admin.,50000,married,secondary,yes,no,166,no,yes,0,,,,
30,3,blue-collar,20000,single,unknown,no,no,-570,yes,no,0,,,,
51,5,self-employed,60000,married,tertiary,yes,no,833,no,no,0,,,,
52,5,blue-collar,20000,married,primary,yes,no,0,yes,no,0,,,,
27,2,management,100000,single,tertiary,no,no,148,yes,no,0,,,,
45,4,management,100000,married,tertiary,yes,no,7154,yes,no,0,,,,
25,2,services,70000,married,secondary,yes,no,0,yes,no,0,,,,
26,2,unemployed,8000,single,secondary,yes,no,1,no,no,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,39,no,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,-105,yes,yes,0,,,,
53,5,services,70000,married,secondary,yes,no,514,yes,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,1493,no,no,0,,,,
46,4,management,100000,married,unknown,no,no,876,yes,no,0,,,,
49,4,unemployed,8000,married,primary,yes,yes,11,yes,no,0,,,,
38,3,services,70000,married,secondary,yes,no,-361,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,1412,no,no,0,,,,
49,4,technician,60000,divorced,secondary,yes,no,2677,yes,yes,0,,,,
44,4,blue-collar,20000,divorced,secondary,yes,no,3258,no,no,0,,,,
56,5,technician,60000,married,tertiary,yes,no,1476,no,no,0,,,,
37,3,self-employed,60000,married,tertiary,yes,no,208,yes,no,0,,,,
46,4,management,100000,married,tertiary,yes,no,4879,no,no,0,,,,
34,3,management,100000,married,tertiary,yes,no,714,yes,no,0,,,,
41,4,blue-collar,20000,married,primary,yes,no,1256,no,no,0,,,,
27,2,services,70000,single,secondary,yes,no,5850,yes,no,0,,,,
36,3,technician,60000,single,secondary,yes,no,76,yes,no,0,,,,
36,3,technician,60000,single,secondary,yes,no,2921,no,no,0,,,,
37,3,admin.,50000,married,secondary,yes,no,1049,no,no,0,,,,
42,4,services,70000,married,secondary,yes,no,0,yes,no,0,,,,
52,5,services,70000,divorced,secondary,yes,no,0,no,no,0,,,,
33,3,blue-collar,20000,married,secondary,yes,no,0,yes,yes,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,-172,yes,no,0,,,,
53,5,management,100000,divorced,tertiary,no,no,-187,yes,no,0,,,,
39,3,management,100000,single,tertiary,no,no,572,yes,no,0,,,,
40,4,entrepreneur,120000,married,secondary,yes,no,-125,no,yes,0,,,,
32,3,technician,60000,single,tertiary,no,no,127,yes,no,0,,,,
54,5,services,70000,married,primary,yes,no,198,yes,no,0,,,,
36,3,management,100000,single,tertiary,no,no,62,no,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,284,yes,no,0,,,,
50,5,management,100000,divorced,tertiary,no,no,813,yes,no,0,,,,
30,3,services,70000,single,secondary,yes,no,12,no,yes,0,,,,
49,4,management,100000,married,tertiary,yes,no,403,no,no,0,,,,
42,4,technician,60000,married,secondary,yes,no,1812,yes,no,0,,,,
51,5,management,100000,married,tertiary,yes,no,1990,no,no,0,,,,
37,3,self-employed,60000,married,primary,yes,no,67,no,no,0,,,,
25,2,admin.,50000,single,secondary,yes,no,-7,no,yes,0,,,,
31,3,services,70000,single,unknown,no,no,6145,yes,no,0,,,,
42,4,management,100000,single,tertiary,no,no,270,yes,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,-499,no,no,0,,,,
47,4,management,100000,divorced,tertiary,no,no,94,yes,no,0,,,,
49,4,blue-collar,20000,married,secondary,yes,no,969,no,yes,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,2297,no,no,0,,,,
33,3,blue-collar,20000,married,unknown,no,no,-923,yes,no,0,,,,
33,3,technician,60000,single,secondary,yes,no,608,no,no,0,,,,
34,3,management,100000,single,tertiary,no,no,1,no,no,0,,,,
45,4,technician,60000,divorced,secondary,yes,no,72,yes,no,0,,,,
37,3,admin.,50000,married,secondary,yes,no,-426,yes,yes,0,,,,
45,4,admin.,50000,married,secondary,yes,no,-405,no,no,0,,,,
58,5,blue-collar,20000,married,unknown,no,no,1496,no,no,0,,,,
35,3,management,100000,single,tertiary,no,no,66,no,no,0,,,,
35,3,technician,60000,married,secondary,yes,no,0,no,no,0,,,,
30,3,self-employed,60000,single,tertiary,no,no,3137,yes,no,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,292,no,no,0,,,,
31,3,technician,60000,single,secondary,yes,no,4,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,57,yes,no,1,,,,
42,4,self-employed,60000,divorced,tertiary,no,no,5331,no,yes,0,,,,
42,4,self-employed,60000,married,secondary,yes,no,0,no,no,0,,,,
33,3,services,70000,married,secondary,yes,no,0,yes,yes,0,,,,
39,3,technician,60000,single,secondary,yes,no,2,yes,yes,0,,,,
35,3,management,100000,married,tertiary,yes,no,1078,yes,no,0,,,,
28,2,admin.,50000,single,secondary,yes,no,189,yes,no,0,,,,
39,3,blue-collar,20000,single,primary,yes,no,554,no,no,0,,,,
48,4,technician,60000,married,secondary,yes,no,10655,no,no,0,,,,
37,3,self-employed,60000,married,secondary,yes,no,4153,yes,no,0,,,,
44,4,housemaid,16000,married,primary,yes,no,0,no,no,0,,,,
35,3,services,70000,married,secondary,yes,no,181,yes,no,0,,,,
45,4,technician,60000,single,unknown,no,no,1077,yes,no,0,,,,
37,3,unemployed,8000,single,secondary,yes,no,48,no,no,0,,,,
59,5,technician,60000,married,unknown,no,no,1471,no,no,0,,,,
29,2,self-employed,60000,married,tertiary,yes,no,0,yes,yes,0,,,,
36,3,blue-collar,20000,married,primary,yes,no,856,yes,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,1293,no,no,0,,,,
54,5,self-employed,60000,married,tertiary,yes,no,368,no,no,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,280,yes,yes,0,,,,
46,4,technician,60000,married,secondary,yes,no,499,yes,no,0,,,,
61,6,retired,55000,divorced,secondary,yes,no,410,no,yes,0,,,,
58,5,blue-collar,20000,divorced,primary,yes,no,8218,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,699,yes,yes,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,298,yes,no,0,,,,
31,3,management,100000,divorced,tertiary,no,no,-547,yes,yes,0,,,,
